Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
294,5/1/2018 6:45,5/1/2018 6:50,31201,15th & P St NW,31285,22nd & P ST NW,W22500,Member
207,5/1/2018 6:45,5/1/2018 6:49,31251,12th & L St NW,31230,Metro Center / 12th & G St NW,W21255,Member
733,5/1/2018 6:46,5/1/2018 6:58,31633,Independence Ave & L'Enfant Plaza SW/DOE,31292,22nd St & Constitution Ave NW,W23456,Member
345,5/1/2018 6:46,5/1/2018 6:51,31266,11th & M St NW,31600,5th & K St NW,W00079,Member
700,5/1/2018 6:46,5/1/2018 6:57,31400,Georgia & New Hampshire Ave NW,31299,Connecticut Ave & R St NW,W00397,Member
604,5/1/2018 6:46,5/1/2018 6:56,31247,Jefferson Dr & 14th St SW,31108,4th & M St SW,W20722,Member
337,5/1/2018 6:46,5/1/2018 6:51,31266,11th & M St NW,31600,5th & K St NW,W01271,Member
299,5/1/2018 6:46,5/1/2018 6:51,31619,Lincoln Park / 13th & East Capitol St NE ,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20428,Member
367,5/1/2018 6:46,5/1/2018 6:52,31618,4th & East Capitol St NE,31625,3rd & G St SE,W23064,Member
627,5/1/2018 6:46,5/1/2018 6:57,31286,11th & O St NW,31277,17th & G St NW,W20394,Member
532,5/1/2018 6:46,5/1/2018 6:55,31125,15th & W St NW,31233,17th & K St NW / Farragut Square,W22106,Member
350,5/1/2018 6:46,5/1/2018 6:52,31619,Lincoln Park / 13th & East Capitol St NE ,31605,3rd & D St SE,W20092,Member
352,5/1/2018 6:46,5/1/2018 6:52,31619,Lincoln Park / 13th & East Capitol St NE ,31605,3rd & D St SE,W01167,Member
1594,5/1/2018 6:47,5/1/2018 7:13,31049,Utah St & 11th St N ,31258,Lincoln Memorial,W01289,Member
229,5/1/2018 6:47,5/1/2018 6:50,31628,1st & K St SE,31643,1st & D St SE,W22955,Member
261,5/1/2018 6:47,5/1/2018 6:51,31268,12th & U St NW,31241,Thomas Circle,W00415,Member
978,5/1/2018 6:47,5/1/2018 7:03,31125,15th & W St NW,31221,18th & M St NW,W00535,Member
1248,5/1/2018 6:47,5/1/2018 7:08,31624,North Capitol St & F St NW,31601,19th & East Capitol St SE,W21731,Member
223,5/1/2018 6:47,5/1/2018 6:51,31213,17th & K St NW,31283,14th & L St NW,W23084,Member
435,5/1/2018 6:48,5/1/2018 6:55,31241,Thomas Circle,31277,17th & G St NW,W00661,Member
576,5/1/2018 6:48,5/1/2018 6:57,31108,4th & M St SW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W22797,Member
185,5/1/2018 6:48,5/1/2018 6:51,31631,8th & F St NE,31623,Columbus Circle / Union Station,W22434,Member
527,5/1/2018 6:48,5/1/2018 6:57,31281,8th & O St NW,31250,20th & L St NW,W20295,Member
196,5/1/2018 6:48,5/1/2018 6:51,31202,14th & R St NW,31241,Thomas Circle,W22787,Member
648,5/1/2018 6:48,5/1/2018 6:59,31622,13th & D St NE,31635,Potomac Ave & 8th St SE,W23477,Member
339,5/1/2018 6:48,5/1/2018 6:54,31266,11th & M St NW,31265,5th St & Massachusetts Ave NW,W21297,Member
364,5/1/2018 6:48,5/1/2018 6:54,31641,2nd St & Massachusetts Ave NE,31600,5th & K St NW,W23455,Member
297,5/1/2018 6:49,5/1/2018 6:54,31640,Maryland Ave & E St NE,31623,Columbus Circle / Union Station,W20191,Member
624,5/1/2018 6:49,5/1/2018 6:59,31104,Adams Mill & Columbia Rd NW,31277,17th & G St NW,W21739,Member
414,5/1/2018 6:49,5/1/2018 6:56,31266,11th & M St NW,31224,19th & L St NW,W21632,Member
150,5/1/2018 6:49,5/1/2018 6:51,31228,8th & H St NW,31227,13th St & New York Ave NW,W23360,Member
670,5/1/2018 6:49,5/1/2018 7:00,31118,3rd & Elm St NW,31230,Metro Center / 12th & G St NW,W21846,Member
800,5/1/2018 6:49,5/1/2018 7:02,31631,8th & F St NE,31634,3rd & Tingey St SE,W20112,Member
626,5/1/2018 6:49,5/1/2018 6:59,31119,14th & Belmont St NW,31224,19th & L St NW,W20260,Member
193,5/1/2018 6:49,5/1/2018 6:52,31286,11th & O St NW,31201,15th & P St NW,W00777,Member
1245,5/1/2018 6:49,5/1/2018 7:10,31631,8th & F St NE,31250,20th & L St NW,W22950,Member
1747,5/1/2018 6:50,5/1/2018 7:19,31405,Georgia Ave & Emerson St NW,31218,L'Enfant Plaza / 7th & C St SW,W22320,Member
775,5/1/2018 6:50,5/1/2018 7:03,31632,15th & F St NE,31269,3rd St & Pennsylvania Ave SE,W21085,Member
520,5/1/2018 6:50,5/1/2018 6:59,31600,5th & K St NW,31503,Florida Ave & R St NW,W21798,Member
1131,5/1/2018 6:50,5/1/2018 7:09,31900,Lee Hwy & N Woodstock St,31014,Lynn & 19th St North,W20598,Member
850,5/1/2018 6:50,5/1/2018 7:05,31126,11th & Girard St NW,31213,17th & K St NW,W21032,Member
304,5/1/2018 6:50,5/1/2018 6:56,31302,Wisconsin Ave & Newark St NW,31305,Connecticut Ave & Newark St NW / Cleveland Park,W22397,Member
4267,5/1/2018 6:51,5/1/2018 8:02,31642,New Jersey Ave & L St NW,31600,5th & K St NW,W00032,Casual
657,5/1/2018 6:51,5/1/2018 7:02,31125,15th & W St NW,31251,12th & L St NW,W21362,Member
734,5/1/2018 6:51,5/1/2018 7:03,31296,Columbia & Ontario Rd NW,31252,21st St & Pennsylvania Ave NW,W21528,Member
388,5/1/2018 6:51,5/1/2018 6:57,31104,Adams Mill & Columbia Rd NW,31299,Connecticut Ave & R St NW,W22012,Member
1639,5/1/2018 6:51,5/1/2018 7:18,31601,19th & East Capitol St SE,31259,20th St & Virginia Ave NW,W20661,Member
399,5/1/2018 6:51,5/1/2018 6:58,31227,13th St & New York Ave NW,31233,17th & K St NW / Farragut Square,W01425,Member
558,5/1/2018 6:51,5/1/2018 7:00,31244,4th & E St SW,31634,3rd & Tingey St SE,W22255,Member
798,5/1/2018 6:51,5/1/2018 7:04,31119,14th & Belmont St NW,31221,18th & M St NW,W21656,Member
387,5/1/2018 6:51,5/1/2018 6:58,31612,D St & Maryland Ave NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01388,Member
444,5/1/2018 6:51,5/1/2018 6:59,31255,24th & N St NW,31110,20th St & Florida Ave NW,W21726,Member
553,5/1/2018 6:52,5/1/2018 7:01,31631,8th & F St NE,31621,4th & D St NW / Judiciary Square,W00266,Member
601,5/1/2018 6:52,5/1/2018 7:02,31633,Independence Ave & L'Enfant Plaza SW/DOE,31206,19th & E Street NW,W21433,Member
1029,5/1/2018 6:52,5/1/2018 7:09,31401,14th St & Spring Rd NW,31239,Rhode Island & Connecticut Ave NW,W22682,Member
381,5/1/2018 6:52,5/1/2018 6:58,31212,21st & M St NW,31277,17th & G St NW,W20784,Member
507,5/1/2018 6:52,5/1/2018 7:00,31712,Oklahoma Ave & D St NE,31708,Anacostia Ave & Benning Rd NE / River Terrace ,W22053,Member
466,5/1/2018 6:52,5/1/2018 7:00,31625,3rd & G St SE,31647,7th St & Massachusetts Ave NE,W00487,Member
1343,5/1/2018 6:52,5/1/2018 7:15,31002,20th & Crystal Dr,31230,Metro Center / 12th & G St NW,W21082,Member
350,5/1/2018 6:52,5/1/2018 6:58,31614,11th & H St NE,31627,3rd & M St NE,W22122,Member
979,5/1/2018 6:52,5/1/2018 7:09,31306,39th & Calvert St NW / Stoddert,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20807,Member
170,5/1/2018 6:53,5/1/2018 6:56,31620,5th & F St NW,31262,11th & F St NW,W23492,Member
3255,5/1/2018 6:53,5/1/2018 7:47,31628,1st & K St SE,31628,1st & K St SE,W21660,Casual
303,5/1/2018 6:53,5/1/2018 6:58,31636,New Jersey Ave & N St NW/Dunbar HS,31228,8th & H St NW,W00521,Member
849,5/1/2018 6:53,5/1/2018 7:07,31610,Eastern Market / 7th & North Carolina Ave SE,31256,10th & E St NW,W20615,Member
454,5/1/2018 6:53,5/1/2018 7:01,31633,Independence Ave & L'Enfant Plaza SW/DOE,31222,New York Ave & 15th St NW,W21309,Member
512,5/1/2018 6:53,5/1/2018 7:02,31523,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,31223,Convention Center / 7th & M St NW,W22707,Member
505,5/1/2018 6:53,5/1/2018 7:02,31512,Neal St & Trinidad Ave NE,31603,1st & M St NE,W21871,Member
336,5/1/2018 6:54,5/1/2018 6:59,31300,Van Ness Metro / UDC,31307,3000 Connecticut Ave NW / National Zoo,W22644,Member
115,5/1/2018 6:54,5/1/2018 6:56,31279,19th & G St NW,31206,19th & E Street NW,W21343,Member
319,5/1/2018 6:54,5/1/2018 6:59,31269,3rd St & Pennsylvania Ave SE,31623,Columbus Circle / Union Station,W22281,Member
817,5/1/2018 6:54,5/1/2018 7:07,31115,Columbia Rd & Georgia Ave NW,31213,17th & K St NW,W00629,Member
158,5/1/2018 6:54,5/1/2018 6:57,31091,S Joyce & 16th St S,31005,Pentagon City Metro / 12th & S Hayes St,W23483,Member
261,5/1/2018 6:54,5/1/2018 6:59,31087,Monroe Ave & Leslie Ave,31047,Braddock Rd Metro,W22125,Member
238,5/1/2018 6:54,5/1/2018 6:58,31108,4th & M St SW,31294,7th & E St SW,W01458,Member
1391,5/1/2018 6:54,5/1/2018 7:18,31900,Lee Hwy & N Woodstock St,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W22620,Member
657,5/1/2018 6:55,5/1/2018 7:06,31406,14th & Upshur St NW,31268,12th & U St NW,W21757,Member
675,5/1/2018 6:55,5/1/2018 7:06,31102,11th & Kenyon St NW,31121,Calvert St & Woodley Pl NW,W20446,Member
872,5/1/2018 6:55,5/1/2018 7:09,31509,New Jersey Ave & R St NW,31275,New Hampshire Ave & 24th St NW,w00644,Member
1025,5/1/2018 6:55,5/1/2018 7:12,32223,North Shore Dr & Village Rd,32215,Reston Station,W21749,Member
200,5/1/2018 6:55,5/1/2018 6:58,31104,Adams Mill & Columbia Rd NW,31116,California St & Florida Ave NW,W21178,Member
415,5/1/2018 6:55,5/1/2018 7:02,32215,Reston Station,32213,Sunset Hills & Old Reston Ave,W21254,Member
320,5/1/2018 6:55,5/1/2018 7:00,31302,Wisconsin Ave & Newark St NW,31307,3000 Connecticut Ave NW / National Zoo,W21410,Member
852,5/1/2018 6:55,5/1/2018 7:09,31626,15th St & Massachusetts Ave SE,31609,Maine Ave & 7th St SW,W00176,Member
1223,5/1/2018 6:55,5/1/2018 7:16,31269,3rd St & Pennsylvania Ave SE,31708,Anacostia Ave & Benning Rd NE / River Terrace ,W20451,Member
320,5/1/2018 6:56,5/1/2018 7:01,31283,14th & L St NW,31277,17th & G St NW,W00274,Member
1582,5/1/2018 6:56,5/1/2018 7:22,31047,Braddock Rd Metro,31088,Mount Vernon Ave & Kennedy St,W20864,Member
510,5/1/2018 6:56,5/1/2018 7:05,32048,Bethesda Metro,32046,River Rd & Landy Ln,W20813,Member
1615,5/1/2018 6:56,5/1/2018 7:23,31083,Potomac Greens Dr & Slaters Ln,31249,Jefferson Memorial,W22248,Member
708,5/1/2018 6:57,5/1/2018 7:08,31116,California St & Florida Ave NW,31277,17th & G St NW,W20554,Member
524,5/1/2018 6:57,5/1/2018 7:05,31110,20th St & Florida Ave NW,31204,20th & E St NW,W01181,Member
476,5/1/2018 6:57,5/1/2018 7:05,32046,River Rd & Landy Ln,32040,Friendship Blvd & Willard Ave,W20996,Member
703,5/1/2018 6:57,5/1/2018 7:08,31110,20th St & Florida Ave NW,31254,15th & K St NW,W23355,Member
538,5/1/2018 6:57,5/1/2018 7:06,31122,16th & Irving St NW,31276,15th & L St NW,W20276,Member
637,5/1/2018 6:57,5/1/2018 7:08,31285,22nd & P ST NW,31241,Thomas Circle,W01062,Member
215,5/1/2018 6:57,5/1/2018 7:01,31615,6th & H St NE,31623,Columbus Circle / Union Station,W01418,Member
870,5/1/2018 6:57,5/1/2018 7:12,31202,14th & R St NW,31507,1st & Washington Hospital Center NW,W21256,Member
1344,5/1/2018 6:57,5/1/2018 7:20,31644,12th St & Pennsylvania Ave SE,31263,10th & K St NW,W01214,Member
661,5/1/2018 6:58,5/1/2018 7:09,31238,14th & G St NW,31224,19th & L St NW,W21335,Member
275,5/1/2018 6:58,5/1/2018 7:02,31640,Maryland Ave & E St NE,31623,Columbus Circle / Union Station,W00137,Member
1065,5/1/2018 6:58,5/1/2018 7:16,31269,3rd St & Pennsylvania Ave SE,31242,18th St & Pennsylvania Ave NW,W23063,Member
1354,5/1/2018 6:58,5/1/2018 7:20,31638,1st & H St NW,31127,22nd & H St NW,W01429,Member
686,5/1/2018 6:58,5/1/2018 7:09,31619,Lincoln Park / 13th & East Capitol St NE ,31244,4th & E St SW,W21813,Member
498,5/1/2018 6:58,5/1/2018 7:06,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31215,Georgetown Harbor / 30th St NW,W22797,Member
312,5/1/2018 6:58,5/1/2018 7:03,31039,Wilson Blvd & N Quincy St,31038,Glebe Rd & 11th St N,W22261,Member
2816,5/1/2018 6:58,5/1/2018 7:45,31063,S George Mason Dr & Four Mile Run,31633,Independence Ave & L'Enfant Plaza SW/DOE,W01313,Member
640,5/1/2018 6:58,5/1/2018 7:09,31120,10th & Florida Ave NW,31228,8th & H St NW,W23141,Member
712,5/1/2018 6:59,5/1/2018 7:10,31101,14th & V St NW,31624,North Capitol St & F St NW,W23386,Member
950,5/1/2018 6:59,5/1/2018 7:15,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,31121,Calvert St & Woodley Pl NW,W22907,Member
397,5/1/2018 6:59,5/1/2018 7:06,31636,New Jersey Ave & N St NW/Dunbar HS,31228,8th & H St NW,W21919,Member
379,5/1/2018 6:59,5/1/2018 7:05,31633,Independence Ave & L'Enfant Plaza SW/DOE,31284,18th & C St NW,W21128,Member
272,5/1/2018 6:59,5/1/2018 7:04,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31284,18th & C St NW,W21985,Member
1005,5/1/2018 6:59,5/1/2018 7:16,31647,7th St & Massachusetts Ave NE,31290,17th St & Independence Ave SW,W21644,Member
209,5/1/2018 6:59,5/1/2018 7:03,31229,New Hampshire Ave & T St NW,31110,20th St & Florida Ave NW,W22825,Member
524,5/1/2018 6:59,5/1/2018 7:08,31091,S Joyce & 16th St S,31011,23rd & Crystal Dr,W23339,Member
1149,5/1/2018 6:59,5/1/2018 7:19,31616,3rd & H St NE,31615,6th & H St NE,W22519,Member
3927,5/1/2018 6:59,5/1/2018 8:05,31082,Eisenhower Ave & Mill Race Ln,31277,17th & G St NW,W23150,Member
286,5/1/2018 7:00,5/1/2018 7:04,31229,New Hampshire Ave & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W21287,Member
150,5/1/2018 7:00,5/1/2018 7:02,31201,15th & P St NW,31282,16th & R St NW,W00777,Member
274,5/1/2018 7:00,5/1/2018 7:04,31203,14th & Rhode Island Ave NW,31213,17th & K St NW,W21590,Member
449,5/1/2018 7:00,5/1/2018 7:07,31111,10th & U St NW,31282,16th & R St NW,W21017,Member
292,5/1/2018 7:00,5/1/2018 7:05,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W23071,Member
176,5/1/2018 7:00,5/1/2018 7:03,31104,Adams Mill & Columbia Rd NW,31121,Calvert St & Woodley Pl NW,W20904,Member
1117,5/1/2018 7:00,5/1/2018 7:19,31266,11th & M St NW,31644,12th St & Pennsylvania Ave SE,W20538,Member
342,5/1/2018 7:00,5/1/2018 7:06,31404,9th & Upshur St NW,31602,Park Rd & Holmead Pl NW,W22940,Member
835,5/1/2018 7:00,5/1/2018 7:14,31125,15th & W St NW,31293,31st & Water St NW,W01005,Member
1208,5/1/2018 7:00,5/1/2018 7:20,31503,Florida Ave & R St NW,31127,22nd & H St NW,W22745,Member
422,5/1/2018 7:00,5/1/2018 7:08,31214,17th & Corcoran St NW,31213,17th & K St NW,W20745,Casual
775,5/1/2018 7:00,5/1/2018 7:13,31108,4th & M St SW,31284,18th & C St NW,W01484,Member
572,5/1/2018 7:01,5/1/2018 7:10,31506,1st & Rhode Island Ave NW,31604,3rd & H St NW,W22894,Member
644,5/1/2018 7:01,5/1/2018 7:11,31609,Maine Ave & 7th St SW,31208,M St & New Jersey Ave SE,W21320,Member
255,5/1/2018 7:01,5/1/2018 7:05,31285,22nd & P ST NW,31224,19th & L St NW,W20073,Member
855,5/1/2018 7:01,5/1/2018 7:15,31113,Columbia Rd & Belmont St NW,31231,14th & D St NW / Ronald Reagan Building,W01297,Member
440,5/1/2018 7:01,5/1/2018 7:08,31039,Wilson Blvd & N Quincy St,31024,Virginia Square Metro / N Monroe St & 9th St N,W22141,Member
1517,5/1/2018 7:01,5/1/2018 7:26,31107,Lamont & Mt Pleasant NW,31292,22nd St & Constitution Ave NW,W00963,Member
364,5/1/2018 7:01,5/1/2018 7:07,31628,1st & K St SE,31244,4th & E St SW,W20684,Member
87,5/1/2018 7:01,5/1/2018 7:02,31208,M St & New Jersey Ave SE,31634,3rd & Tingey St SE,W22437,Member
1689,5/1/2018 7:01,5/1/2018 7:29,31014,Lynn & 19th St North,31243,4th & C St SW,W23440,Member
440,5/1/2018 7:01,5/1/2018 7:08,31275,New Hampshire Ave & 24th St NW,31129,15th St & Pennsylvania Ave NW/Pershing Park,W22294,Member
1054,5/1/2018 7:01,5/1/2018 7:19,31070,Arlington Blvd & Fillmore St,31258,Lincoln Memorial,W22354,Member
389,5/1/2018 7:01,5/1/2018 7:08,32032,Fleet St & Ritchie Pkwy,32047,Rockville Metro West,W01245,Member
485,5/1/2018 7:01,5/1/2018 7:10,31512,Neal St & Trinidad Ave NE,31623,Columbus Circle / Union Station,W23248,Member
772,5/1/2018 7:02,5/1/2018 7:15,31234,20th & O St NW / Dupont South,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W00177,Member
332,5/1/2018 7:02,5/1/2018 7:08,31202,14th & R St NW,31291,Vermont Ave & I St NW,W01241,Member
1557,5/1/2018 7:02,5/1/2018 7:28,31708,Anacostia Ave & Benning Rd NE / River Terrace ,31708,Anacostia Ave & Benning Rd NE / River Terrace ,W22053,Member
379,5/1/2018 7:02,5/1/2018 7:09,31125,15th & W St NW,31241,Thomas Circle,W00156,Casual
917,5/1/2018 7:02,5/1/2018 7:18,31630,15th & East Capitol St NE,31262,11th & F St NW,W20152,Member
500,5/1/2018 7:03,5/1/2018 7:11,31631,8th & F St NE,31608,8th & Eye St SE / Barracks Row,W20054,Member
869,5/1/2018 7:03,5/1/2018 7:17,31601,19th & East Capitol St SE,31620,5th & F St NW,W01240,Member
1084,5/1/2018 7:03,5/1/2018 7:21,31104,Adams Mill & Columbia Rd NW,31620,5th & F St NW,W22684,Member
1425,5/1/2018 7:03,5/1/2018 7:26,31617,Bladensburg Rd & Benning Rd NE,31287,10th St & L'Enfant Plaza SW,W20470,Member
436,5/1/2018 7:03,5/1/2018 7:10,31101,14th & V St NW,31128,23rd & M St NW,W21926,Member
467,5/1/2018 7:03,5/1/2018 7:11,31623,Columbus Circle / Union Station,31264,6th St & Indiana Ave NW,W00137,Member
379,5/1/2018 7:03,5/1/2018 7:09,31622,13th & D St NE,31623,Columbus Circle / Union Station,W22444,Member
402,5/1/2018 7:03,5/1/2018 7:10,31069,Pershing & N George Mason Dr,31037,Ballston Metro / N Stuart & 9th St N,W00913,Member
766,5/1/2018 7:03,5/1/2018 7:16,31513,Rhode Island Ave & V St NE,31221,18th & M St NW,W21852,Member
687,5/1/2018 7:03,5/1/2018 7:15,31623,Columbus Circle / Union Station,31203,14th & Rhode Island Ave NW,W20975,Member
577,5/1/2018 7:03,5/1/2018 7:13,31623,Columbus Circle / Union Station,31208,M St & New Jersey Ave SE,W22281,Member
383,5/1/2018 7:04,5/1/2018 7:10,31124,14th & Irving St NW,31114,18th St & Wyoming Ave NW,W23160,Member
166,5/1/2018 7:04,5/1/2018 7:06,31266,11th & M St NW,31223,Convention Center / 7th & M St NW,w01100,Member
1710,5/1/2018 7:04,5/1/2018 7:32,31500,4th & W St NE,31213,17th & K St NW,W00230,Member
149,5/1/2018 7:04,5/1/2018 7:06,31229,New Hampshire Ave & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W23221,Member
737,5/1/2018 7:04,5/1/2018 7:16,31203,14th & Rhode Island Ave NW,31638,1st & H St NW,W21125,Member
681,5/1/2018 7:04,5/1/2018 7:15,31509,New Jersey Ave & R St NW,31200,Massachusetts Ave & Dupont Circle NW,W22729,Member
945,5/1/2018 7:04,5/1/2018 7:20,31102,11th & Kenyon St NW,31224,19th & L St NW,W20674,Member
992,5/1/2018 7:04,5/1/2018 7:21,31509,New Jersey Ave & R St NW,31239,Rhode Island & Connecticut Ave NW,W21467,Member
1021,5/1/2018 7:04,5/1/2018 7:21,31208,M St & New Jersey Ave SE,31623,Columbus Circle / Union Station,W00969,Member
370,5/1/2018 7:04,5/1/2018 7:10,31214,17th & Corcoran St NW,31224,19th & L St NW,W21605,Member
443,5/1/2018 7:04,5/1/2018 7:12,31295,Potomac & M St NW,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W00434,Member
1064,5/1/2018 7:04,5/1/2018 7:22,31008,12th & Army Navy Dr,31249,Jefferson Memorial,W00354,Member
300,5/1/2018 7:04,5/1/2018 7:09,31614,11th & H St NE,31623,Columbus Circle / Union Station,W22944,Member
565,5/1/2018 7:05,5/1/2018 7:14,31623,Columbus Circle / Union Station,31244,4th & E St SW,W20191,Member
110,5/1/2018 7:05,5/1/2018 7:07,31807,Pleasant St & MLK Ave SE,31801,Anacostia Metro,W00525,Member
605,5/1/2018 7:05,5/1/2018 7:15,31624,North Capitol St & F St NW,31277,17th & G St NW,W22609,Member
1221,5/1/2018 7:05,5/1/2018 7:25,31632,15th & F St NE,31261,21st St & Constitution Ave NW,W20036,Member
956,5/1/2018 7:05,5/1/2018 7:21,31061,S Kenmore & 24th St S,31009,27th & Crystal Dr,W21093,Member
269,5/1/2018 7:05,5/1/2018 7:10,31266,11th & M St NW,31221,18th & M St NW,W22781,Member
263,5/1/2018 7:05,5/1/2018 7:10,31213,17th & K St NW,31257,22nd & I St NW / Foggy Bottom,W20586,Member
830,5/1/2018 7:05,5/1/2018 7:19,31314,34th & Water St NW,31200,Massachusetts Ave & Dupont Circle NW,W21819,Member
125,5/1/2018 7:05,5/1/2018 7:07,31307,3000 Connecticut Ave NW / National Zoo,31305,Connecticut Ave & Newark St NW / Cleveland Park,W21416,Member
423,5/1/2018 7:05,5/1/2018 7:12,31041,Prince St & Union St,31098,King St Metro North / Cameron St,W23329,Member
1409,5/1/2018 7:06,5/1/2018 7:29,31516,Rhode Island Ave Metro,31208,M St & New Jersey Ave SE,W22782,Member
1598,5/1/2018 7:06,5/1/2018 7:32,32046,River Rd & Landy Ln,31314,34th & Water St NW,W20813,Member
349,5/1/2018 7:06,5/1/2018 7:11,31619,Lincoln Park / 13th & East Capitol St NE ,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W23321,Member
488,5/1/2018 7:06,5/1/2018 7:14,31628,1st & K St SE,31294,7th & E St SW,W22816,Member
155,5/1/2018 7:06,5/1/2018 7:08,31600,5th & K St NW,31620,5th & F St NW,W22427,Member
340,5/1/2018 7:06,5/1/2018 7:12,31282,16th & R St NW,31276,15th & L St NW,W21475,Member
283,5/1/2018 7:06,5/1/2018 7:11,31624,North Capitol St & F St NW,31264,6th St & Indiana Ave NW,W21828,Member
465,5/1/2018 7:06,5/1/2018 7:14,31280,11th & S St NW,31283,14th & L St NW,W20509,Member
191,5/1/2018 7:06,5/1/2018 7:09,31600,5th & K St NW,31228,8th & H St NW,W01271,Member
364,5/1/2018 7:06,5/1/2018 7:12,31244,4th & E St SW,31628,1st & K St SE,W20481,Member
634,5/1/2018 7:06,5/1/2018 7:17,31256,10th & E St NW,31100,19th St & Pennsylvania Ave NW,W21219,Member
815,5/1/2018 7:06,5/1/2018 7:20,31641,2nd St & Massachusetts Ave NE,31634,3rd & Tingey St SE,W22665,Member
1170,5/1/2018 7:07,5/1/2018 7:26,31053,Columbia Pike & S Courthouse Rd,31089,Court House Metro / 15th & N Uhle St ,W21499,Member
615,5/1/2018 7:07,5/1/2018 7:17,31306,39th & Calvert St NW / Stoddert,31200,Massachusetts Ave & Dupont Circle NW,W01452,Member
662,5/1/2018 7:07,5/1/2018 7:18,31215,Georgetown Harbor / 30th St NW,31214,17th & Corcoran St NW,W22797,Member
236,5/1/2018 7:07,5/1/2018 7:11,31631,8th & F St NE,31623,Columbus Circle / Union Station,W20378,Member
465,5/1/2018 7:07,5/1/2018 7:15,31606,Potomac & Pennsylvania Ave SE,31208,M St & New Jersey Ave SE,W01105,Member
7382,5/1/2018 7:07,5/1/2018 9:10,31297,Virginia Ave & 25th St NW,31297,Virginia Ave & 25th St NW,W22436,Member
400,5/1/2018 7:07,5/1/2018 7:14,31223,Convention Center / 7th & M St NW,31621,4th & D St NW / Judiciary Square,W20348,Member
547,5/1/2018 7:07,5/1/2018 7:16,31268,12th & U St NW,31232,7th & F St NW / National Portrait Gallery,W23073,Member
807,5/1/2018 7:07,5/1/2018 7:21,31611,13th & H St NE,31620,5th & F St NW,W20059,Member
102,5/1/2018 7:07,5/1/2018 7:09,31298,15th & M St NW,31291,Vermont Ave & I St NW,W23441,Member
129,5/1/2018 7:07,5/1/2018 7:10,31263,10th & K St NW,31274,10th & G St NW,W00563,Casual
411,5/1/2018 7:08,5/1/2018 7:14,31641,2nd St & Massachusetts Ave NE,31232,7th & F St NW / National Portrait Gallery,W22194,Member
295,5/1/2018 7:08,5/1/2018 7:13,32026,Carroll & Ethan Allen Ave,31408,Takoma Metro,W22828,Member
195,5/1/2018 7:08,5/1/2018 7:11,31294,7th & E St SW,31108,4th & M St SW,W22288,Member
1166,5/1/2018 7:08,5/1/2018 7:28,31616,3rd & H St NE,31635,Potomac Ave & 8th St SE,W23460,Member
456,5/1/2018 7:08,5/1/2018 7:16,31243,4th & C St SW,31621,4th & D St NW / Judiciary Square,W21573,Member
781,5/1/2018 7:08,5/1/2018 7:21,31121,Calvert St & Woodley Pl NW,31215,Georgetown Harbor / 30th St NW,W01373,Member
449,5/1/2018 7:09,5/1/2018 7:16,31042,Market Square / King St & Royal St,31098,King St Metro North / Cameron St,W20011,Member
231,5/1/2018 7:09,5/1/2018 7:13,31615,6th & H St NE,31623,Columbus Circle / Union Station,W00850,Member
347,5/1/2018 7:09,5/1/2018 7:15,31108,4th & M St SW,31287,10th St & L'Enfant Plaza SW,W22331,Member
586,5/1/2018 7:09,5/1/2018 7:19,32215,Reston Station,32217,Sunset Hills Rd & Discovery Square,W00430,Member
1087,5/1/2018 7:09,5/1/2018 7:27,31501,12th & Newton St NE,31638,1st & H St NW,W22266,Member
1509,5/1/2018 7:09,5/1/2018 7:34,31014,Lynn & 19th St North,31271,Constitution Ave & 2nd St NW/DOL,W20598,Member
457,5/1/2018 7:09,5/1/2018 7:17,31104,Adams Mill & Columbia Rd NW,31255,24th & N St NW,W23071,Member
237,5/1/2018 7:09,5/1/2018 7:13,31211,Kennedy Center,31220,US Dept of State / Virginia Ave & 21st St NW,W21692,Member
484,5/1/2018 7:09,5/1/2018 7:17,31115,Columbia Rd & Georgia Ave NW,31202,14th & R St NW,W20795,Member
438,5/1/2018 7:09,5/1/2018 7:17,31275,New Hampshire Ave & 24th St NW,31229,New Hampshire Ave & T St NW,W20442,Member
149,5/1/2018 7:09,5/1/2018 7:12,31503,Florida Ave & R St NW,31519,1st & O St NW,W00450,Member
597,5/1/2018 7:09,5/1/2018 7:19,31625,3rd & G St SE,31623,Columbus Circle / Union Station,W20859,Member
